searge,name,side,desc
field_78829_b,responseTime,2,Player response time to server in milliseconds
field_78830_c,nameinLowerCase,2,Player name in lowercase.
field_78831_a,name,2,The string value of the object
field_78833_a,worldClient,2,Reference to the WorldClient object.
field_78835_a,worldClient,2,Reference to the WorldClient object.
field_78843_d,serverMOTD,2,(better variable name would be 'hostname') server name as displayed in the server browser's second line (grey text)
field_78844_e,pingToServer,2,last server ping that showed up in the server browser
field_78845_b,serverIP,2,
field_78846_c,populationInfo,2,"the string indicating number of players on and capacity of the server that is shown on the server browser (i.e. ""5/20"" meaning 5 slots used out of 20 slots total)"
field_78847_a,serverName,2,
field_78848_h,acceptsTextures,2,
field_78858_b,servers,2,List of ServerData instances.
field_78859_a,mc,2,The Minecraft instance.
field_78865_b,serverPort,2,
field_78866_a,ipAddress,2,
field_78875_d,rand,2,RNG.
field_78876_b,fxLayers,2,
field_78877_c,renderer,2,
field_78878_a,worldObj,2,Reference to the World object.
field_78892_f,maxZ,2,The second z coordinate of a bounding box.
field_78893_d,maxX,2,The second x coordinate of a bounding box.
field_78894_e,maxY,2,The second y coordinate of a bounding box.
field_78895_b,minY,2,The first y coordinate of a bounding box.
field_78896_c,minZ,2,The first z coordinate of a bounding box.
field_78897_a,minX,2,The first x coordinate of a bounding box.
field_78899_d,sneak,2,
field_78900_b,moveForward,2,The speed at which the player is moving forward. Negative numbers will move backwards.
field_78901_c,jump,2,
field_78902_a,moveStrafe,2,The speed at which the player is strafing. Postive numbers to the left and negative to the right.
field_78903_e,gameSettings,2,
field_78915_A,isInitialized,2,
field_78917_C,bytesDrawn,2,Bytes sent to the GPU
field_78918_f,posXMinus,2,Pos X minus
field_78919_g,posYMinus,2,Pos Y minus
field_78920_d,posY,2,
field_78921_e,posZ,2,
field_78922_b,chunksUpdated,2,
field_78923_c,posX,2,
field_78924_a,worldObj,2,Reference to the World object.
field_78925_n,posXPlus,2,Pos X plus
field_78926_o,posYPlus,2,Pos Y plus
field_78927_l,isInFrustum,2,
field_78928_m,skipRenderPass,2,Should this renderer skip this render pass
field_78929_j,posYClip,2,Pos Y clipped
field_78930_k,posZClip,2,Pos Z clipped
field_78931_h,posZMinus,2,Pos Z minus
field_78932_i,posXClip,2,Pos X clipped
field_78933_w,isChunkLit,2,Is the chunk lit
field_78934_v,glOcclusionQuery,2,OpenGL occlusion query
field_78935_u,isWaitingOnOcclusionQuery,2,Is this renderer waiting on the result of the occlusion query
field_78936_t,isVisible,2,Is this renderer visible according to the occlusion query
field_78937_s,chunkIndex,2,Chunk index
field_78938_r,rendererBoundingBox,2,Axis aligned bounding box
field_78939_q,needsUpdate,2,Boolean for whether this renderer needs to be updated or not
field_78940_p,posZPlus,2,Pos Z plus
field_78941_z,tessellator,2,
field_78942_y,glRenderList,2,
field_78945_a,baseEntity,2,The entity (usually the player) that the camera is inside.
field_78947_b,entityPosY,2,Entity position Y
field_78948_c,entityPosZ,2,Entity position Z
field_78949_a,entityPosX,2,Entity position X
field_79002_a,mc,2,The Minecraft instance.
field_80001_f,closestPlayer,2,The closest EntityPlayer to this orb.
field_80002_g,xpTargetColor,2,Threshold color for tracking players
field_80004_Q,updateEntityTick,2,
field_80005_w,hideServerAddress,2,
field_82151_R,distanceWalkedOnStepModified,2,
field_82152_aq,teleportDirection,2,
field_82153_h,portalCounter,2,
field_82172_bs,canPickUpLoot,2,Whether this entity can pick up items from the ground.
field_82174_bp,equipmentDropChances,2,Chances for each equipment piece from dropping when this entity dies.
field_82175_bq,isSwingInProgress,2,Whether an arm swing is currently in progress.
field_82179_bU,persistenceRequired,2,Whether this entity should NOT despawn.
field_82180_bT,previousEquipment,2,"The equipment this mob was previously wearing, used for syncing."
field_82182_bS,equipment,2,Equipment (armor and held item) for this entity.
field_82184_d,aiControlledByPlayer,2,AI task for player control.
field_82189_bL,lastBuyingPlayer,2,"Last player to trade with this villager, used for aggressivity."
field_82190_bM,isLookingForHome,2,
field_82192_a,mobSelector,2,Entity selector for IMob types.
field_82199_d,witchDrops,2,List of items a witch should drop on death.
field_82200_e,witchAttackTimer,2,"Timer used as interval for a witch's attack, decremented every tick if aggressive and when reaches zero the witch will throw a potion at the target entity."
field_82219_bJ,attackEntitySelector,2,Selector used to determine the entities a wither boss should attack.
field_82225_f,fuseTime,2,
field_82226_g,explosionRadius,2,Explosion radius for this creeper.
field_82234_d,conversionTime,2,Ticker used to determine the time remaining for this zombie to convert into a villager when cured.
field_82237_a,spawnPosition,2,Coordinates of where the bat spawned.
field_82248_d,spawnForced,2,"Whether this player's spawn point is forced, preventing execution of bed checks."
field_82332_a,hangingDirection,2,
field_82337_e,itemDropChance,2,Chance for this item frame's item to drop from the frame.
field_82339_as,particleAlpha,2,Particle alpha
field_82373_c,directions,2,
field_82374_e,facings,2,
field_82387_b,intListPattern,2,"This matches things like ""-1,,4"", and is used for getting x,y,z,range from the token's argument list."
field_82388_c,keyValueListPattern,2,"This matches things like ""rm=4,c=2"" and is used for handling named token arguments."
field_82389_a,tokenPattern,2,"This matches the at-tokens introduced for command blocks, including their arguments, if any."
field_82401_a,skeletonHeadModel,2,The Skeleton's head model.
field_82407_g,renderInFrame,2,
field_82414_a,witchModel,2,
field_82424_k,bipedArmorFilenamePrefix,2,List of armor texture filenames.
field_82432_p,zombieVillagerModel,2,
field_82446_a,renderedBatSize,2,"not actually sure this is size, is not used as of now, but the model would be recreated if the value changed and it seems a good match for a bats size"
field_82483_a,itemDispenseBehaviorProvider,2,
field_82548_a,chunkCoordinates,2,
field_82575_g,totalTime,2,Total time for this world.
field_82576_c,generatorOptions,2,
field_82577_x,gameRules,2,
field_82578_b,NBTTypes,2,
field_82584_b,nBTTagCompound,2,
field_82587_b,nBTTagCompound,2,
field_82592_a,fakePool,2,A global Vec3Pool that always creates new vectors instead of reusing them and is thread-safe.
field_82596_a,registryObjects,2,Objects registered on this registry.
field_82597_b,defaultObject,2,"Default object for this registry, returned when an object is not found."
field_82603_g,order_a,2,Face order for D-U-N-S-E-W.
field_82609_l,faceList,2,List of all values in EnumFacing. Order is D-U-N-S-E-W.
field_82611_j,frontOffsetY,2,
field_82612_k,frontOffsetZ,2,
field_82613_h,order_b,2,Face order for U-D-S-N-W-E.
field_82614_i,frontOffsetX,2,
field_82624_d,zPos,2,
field_82625_b,xPos,2,
field_82626_c,yPos,2,
field_82627_a,worldObj,2,
field_82628_b,y,2,
field_82629_c,z,2,
field_82630_a,x,2,
field_82635_f,maxSpeedBoostTime,2,Maximum time the entity's speed should be boosted for.
field_82636_d,speedBoosted,2,Whether the entity's speed is boosted.
field_82637_e,speedBoostTime,2,"Counter for speed boosting, upon reaching maxSpeedBoostTime the speed boost will be disabled"
field_82638_b,maxSpeed,2,
field_82639_c,currentSpeed,2,
field_82640_a,thisEntity,2,
field_82641_b,rangedAttackEntityHost,2,The entity (as a RangedAttackMob) the AI instance has been applied to.
field_82643_g,targetEntitySelector,2,This filter is applied to the Entity search.  Only matching entities will be targetted.  (null -> no restrictions)
field_82653_b,worldFeatures,2,List of world features enabled on this preset.
field_82654_c,biomeToUse,2,
field_82655_a,flatLayers,2,List of layers on this preset.
field_82661_d,layerMinimumY,2,
field_82663_c,layerFillBlockMeta,2,Block metadata used on this set of laeyrs.
field_82664_a,layerCount,2,Amount of layers for this set of layers.
field_82668_f,scatteredFeatureSpawnList,2,contains possible spawns for scattered features
field_82669_g,maxDistanceBetweenScatteredFeatures,2,the maximum distance between scattered features
field_82670_h,minDistanceBetweenScatteredFeatures,2,the minimum distance between scattered features
field_82675_b,cropTypeA,2,First crop type for this field.
field_82676_c,cropTypeB,2,Second crop type for this field.
field_82678_d,cropTypeC,2,Third crop type for this field.
field_82679_b,cropTypeA,2,First crop type for this field.
field_82680_c,cropTypeB,2,Second crop type for this field.
field_82681_h,cropTypeD,2,Fourth crop type for this field.
field_82682_h,hasWitch,2,Whether this swamp hut has a witch.
field_82693_j,playerReputation,2,List of player reputations with this village
field_82694_i,noBreedTicks,2,Timestamp of tick count when villager last bred
field_82696_f,structureGenerators,2,
field_82697_g,hasDecoration,2,
field_82698_d,cachedBlockMetadata,2,
field_82699_e,flatWorldGenInfo,2,
field_82700_c,cachedBlockIDs,2,
field_82701_j,lavaLakeGenerator,2,
field_82702_h,hasDungeons,2,
field_82703_i,waterLakeGenerator,2,
field_82707_i,isAnimal,2,Whether this creature type is an animal.
field_82723_d,isSplashPotion,2,Whether the potion is a splash potion
field_82724_e,isAmbient,2,Whether the potion effect came from a beacon
field_82727_n,wither,2,
field_82728_o,anvil,2,
field_82729_p,fallingBlock,2,
field_82730_x,magicDamage,2,
field_82731_v,wither,2,The wither Potion object.
field_82741_K,vecPool,2,The world-local pool of vectors
field_82745_f,createdAtCloudUpdateTick,2,keeps track of how many ticks this PartiallyDestroyedBlock already exists
field_82748_f,worldTypeId,2,ID for this world type.
field_82754_f,priority,2,
field_82755_b,isSmoking,2,whether or not this explosion spawns smoke particles
field_82759_d,valueDouble,2,
field_82760_b,valueBoolean,2,
field_82761_c,valueInteger,2,
field_82762_a,valueString,2,
field_82771_a,gameRules,2,
field_82786_e,maxTradeUses,2,Maximum times this trade can be used.
field_82807_a,skullTypes,2,
field_82809_c,soilId,2,Block ID of the soil this seed food should be planted on.
field_82811_a,hangingEntityClass,2,
field_82818_l,goldenCarrotEffect,2,
field_82822_g,gameVersion,2,Game version for this server.
field_82823_k,hideAddress,2,Whether to hide the IP address for this server.
field_82825_d,hasColorModifier,2,
field_82826_b,statusBarTime,2,
field_82827_c,bossName,2,
field_82828_a,healthScale,2,
field_82831_U,bossColorModifier,2,
field_82832_V,bossColorModifierPrev,2,
field_82843_f,itemFrame,2,"Item frame this stack is on, or null if not on an item frame."
field_82852_f,outputSlot,2,Here comes out item you merged and/or renamed.
field_82853_g,inputSlots,2,The 2slots where you put your items in that you want to merge and/or rename.
field_82854_e,maximumCost,2,The maximum cost of repairing/renaming in the anvil.
field_82855_n,player,2,The player that has this container open.
field_82856_l,stackSizeToBeUsedInRepair,2,determined by damage of input item and stackSize of repair materials
field_82857_m,repairedItemName,2,
field_82860_h,world,2,
field_82862_h,player,2,
field_82864_f,beaconSlot,2,"This beacon's slot where you put in Emerald, Diamond, Gold or Iron Ingot."
field_82866_e,beacon,2,
field_82876_a,beacon,2,The beacon this slot belongs to.
field_82880_z,showCape,2,Whether to show your cape
field_82881_y,pauseOnLostFocus,2,"Whether to pause when the game loses focus, toggled by F3+P"
field_82882_x,advancedItemTooltips,2,"Whether to show advanced information on item tooltips, toggled by F3+H"
field_82887_a,mc,2,
field_82890_f,batOuterLeftWing,2,The outer left wing box of the bat model.
field_82891_d,batLeftWing,2,The inner left wing box of the bat model.
field_82892_e,batOuterRightWing,2,The outer right wing box of the bat model.
field_82893_b,batBody,2,The body box of the bat model.
field_82894_c,batRightWing,2,The inner right wing box of the bat model.
field_82895_a,batHead,2,
field_82896_a,skeletonHead,2,
field_82898_f,villagerNose,2,
field_82902_i,witchHat,2,
field_82906_o,offsetX,2,
field_82907_q,offsetZ,2,
field_82908_p,offsetY,2,
field_82912_p,heightMapMinimum,2,Lowest value in the heightmap.
field_82914_M,spawnableCaveCreatureList,2,
field_82915_S,worldGenerator,2,
field_83001_bt,invulnerable,2,
field_83004_a,crashReport,2,
field_83016_L,calendar,2,
field_85037_d,aiArrowAttack,2,
field_85038_e,aiAttackOnCollide,2,
field_85053_h,throwerName,2,
field_85060_g,stacktrace,2,
field_85061_c,reportCategory,2,Category of crash
field_85065_b,blockYCoord,2,
field_85066_c,blockZCoord,2,
field_85067_a,blockXCoord,2,
field_85075_d,stackTrace,2,
field_85078_a,crashReport,2,
field_85080_a,blockID,2,
field_85086_a,crashReport,2,
field_85087_d,lastUpdateTime,2,The worldtime at which this PortalPosition was last verified
field_85088_e,teleporterInstance,2,The teleporter to which this PortalPosition applies
field_85098_d,globalRenderer,2,
field_85099_b,posY,2,
field_85100_c,posZ,2,
field_85101_a,posX,2,
field_85109_a,worldInfoInstance,2,
field_85111_a,worldInfoInstance,2,
field_85113_a,worldInfoInstance,2,
field_85115_a,worldInfoInstance,2,
field_85135_a,worldInfoInstance,2,
field_85137_a,worldInfoInstance,2,
field_85139_a,worldInfoInstance,2,
field_85141_a,worldInfoInstance,2,
field_85143_a,worldInfoInstance,2,
field_85155_a,entity,2,
field_85159_M,isAdventureModeExempt,2,
field_85161_a,mapStructureGenerator,2,
field_85164_c,mapStructureGenerator,2,
field_85168_c,mapStructureGenerator,2,
field_85177_Q,worldTeleporter,2,the teleporter to use when the entity is being transferred into the dimension
field_85183_f,currentItemHittingBlock,2,The Item currently being used to destroy a block
field_85185_A,touchscreen,2,
field_85190_d,destinationCoordinateKeys,2,A list of valid keys for the destinationCoordainteCache. These are based on the X & Z of the players initial location.
field_85191_c,destinationCoordinateCache,2,Stores successful portal placement locations for rapid lookup.
field_85192_a,worldServerInstance,2,
field_90025_c,entityRenderer,2,
field_90028_b,entityRenderer,2,
field_90029_a,scaledResolution,2,
field_90032_a,entityRender,2,
field_90046_a,minecraft,2,
field_90048_a,minecraft,2,
field_90051_a,minecraft,2,
field_90053_a,minecraft,2,
field_90055_a,minecraft,2,
field_92014_j,explosionStrength,2,The explosion radius of spawned fireballs.
field_92016_l,highlightingItemStack,2,The ItemStack that is currently being highlighted
field_92017_k,remainingHighlightTicks,2,Remaining ticks the item highlight should be visible
field_92039_az,fireworkExplosions,2,
field_92040_ay,effectRenderer,2,
field_92041_a,twinkle,2,
field_92042_ax,fireworkAge,2,
field_92049_a,baseTextureIndex,2,
field_92050_aA,fadeColourRed,2,
field_92051_aB,fadeColourGreen,2,
field_92052_aC,fadeColourBlue,2,
field_92053_aD,hasFadeColour,2,
field_92055_b,lifetime,2,The lifetime of the firework in ticks. When the age reaches the lifetime the firework explodes.
field_92056_a,fireworkAge,2,The age of the firework in ticks.
field_92086_a,isBlank,2,When isBlank is true the DataWatcher is not watching any objects
field_92090_c,enchantmentsBookList,2,The list of enchantments applicable by the anvil from a book
field_92091_k,thorns,2,
field_92117_D,heldItemTooltips,2,
field_92118_B,overrideWidth,2,
field_92119_C,overrideHeight,2,
field_94054_b,particleTextureIndexX,2,
field_94055_c,particleTextureIndexY,2,
field_94063_bt,_combatTracker,2,
field_94084_b,tntPlacedBy,2,
field_94102_c,entityName,2,
field_94106_a,minecartTNTFuse,2,
field_94109_b,pushZ,2,
field_94110_c,fuel,2,
field_94111_a,pushX,2,
field_94112_b,dropContentsWhenDead,2,"When set to true, the minecart will drop all items when setDead() is called. When false (such as when travelling dimensions) it preserves its contents."
field_94113_a,minecartContainerItems,2,
field_94141_F,destroyBlockIcons,2,
field_94187_f,holder,2,
field_94188_d,height,2,
field_94189_e,subSlots,2,
field_94190_b,originY,2,
field_94191_c,width,2,
field_94192_a,originX,2,
field_94201_d,height,2,
field_94202_e,rotated,2,
field_94204_c,width,2,
field_94205_a,scaleFactor,2,
field_94233_j,width,2,width of this icon in pixels
field_94234_k,height,2,height of this icon in pixels
field_94242_j,angleDelta,2,Speed and direction of compass rotation
field_94244_i,currentAngle,2,Current compass heading in radians
field_94249_f,missingImage,2,
field_94252_e,mapUploadedSprites,2,
field_94254_c,basePath,2,
field_94255_a,textureType,2,"0 = terrain.png, 1 = items.png"
field_94258_i,listAnimatedSprites,2,
field_94313_f,maxHeight,2,
field_94314_g,forcePowerOf2,2,
field_94315_d,currentHeight,2,
field_94316_e,maxWidth,2,
field_94317_b,stitchSlots,2,
field_94318_c,currentWidth,2,
field_94319_a,setStitchHolders,2,
field_94323_h,maxTileDimension,2,Max size (width or height) of a single tile
field_94554_b,fighter,2,The entity tracked.
field_94556_a,combatEntries,2,The CombatEntry objects that we've tracked so far.
field_94557_a,selectAnything,2,
field_94569_a,damageSrc,2,
field_94579_S,pendingTickListEntriesThisTick,2,
field_94593_a,icon,2,
field_94598_a,icon,2,
field_94600_b,iconArray,2,
field_94601_a,bowPullIconNameArray,2,
field_94603_a,EMPTY_SLOT_NAMES,2,
field_94604_cx,emptySlotIcon,2,
field_94605_cw,overlayIcon,2,
field_94606_cu,CLOTH_OVERLAY_NAMES,2,
field_96093_i,entityUniqueID,2,
field_96113_a,isBlocked,2,Whether this hopper minecart is being blocked by an activator rail.
field_96303_A,fancyStyling,2,
field_96304_B,controlString,2,The control string (section sign + formatting code) that can be inserted into client-side text to display subsequent text in this format.
field_96321_w,formattingCodeMapping,2,"Maps a formatting code (e.g., 'f') to its corresponding enum value (e.g., WHITE)."
field_96329_z,formattingCode,2,The formatting code that produces this format.
field_96330_y,formattingCodePattern,2,"Matches formatting codes that indicate that the client should treat the following text as bold, recolored, obfuscated, etc."
field_96331_x,nameMapping,2,"Maps a name (e.g., 'underline') to its corresponding enum value (e.g., UNDERLINE)."
field_96442_D,worldScoreboard,2,
field_96452_b,flipU,2,
field_96453_c,flipV,2,
field_96454_a,baseIcon,2,
field_96465_b,behaviourDefaultDispenseItem,2,
field_96507_a,scoreboard,2,
field_96540_f,teamMemberships,2,Map of usernames to ScorePlayerTeam objects.
field_96542_e,teams,2,Map of teamnames to ScorePlayerTeam instances
field_96543_b,scoreObjectiveCriterias,2,
field_96545_a,scoreObjectives,2,Map of objective names to ScoreObjective objects.
field_96555_a,scoreboardMCServer,2,
field_96564_a,entity,2,
field_96566_b,selectInventories,2,
field_96569_b,entityTracker,2,
field_96602_b,dispenserMinecartBehavior,2,
field_96605_cw,dispenserBehavior,2,
field_96633_b,playerInventory,2,
field_96634_a,itemStack,2,
field_96638_f,health,2,
field_96639_d,playerKillCount,2,
field_96640_e,totalKillCount,2,
field_96642_c,deathCount,2,
field_96656_b,scoreboard,2,
field_96657_c,scoreObjective,2,
field_96671_f,colorSuffix,2,
field_96672_g,allowFriendlyFire,2,
field_96673_d,teamNameSPT,2,
field_96674_e,namePrefixSPT,2,
field_96676_c,membershipSet,2,A set of all team member usernames.
field_96677_a,scoreboard,2,
field_96683_d,displayName,2,
field_96684_b,name,2,
field_96685_c,objectiveCriteria,2,The ScoreObjectiveCriteria for this objetive
field_96686_a,scoreboard,2,
field_96691_E,chatScale,2,
field_96692_F,chatWidth,2,
field_96693_G,chatHeightUnfocused,2,
field_96694_H,chatHeightFocused,2,
field_98038_p,forceSpawn,2,
field_98040_a,mobSpawnerLogic,2,Mob spawner logic for this spawner minecart.
field_98044_b,transferTicker,2,
field_98151_a,texture,2,
field_98219_c,entityAvoiderAI,2,
field_98223_c,minecartName,2,
field_98224_g,minecraftStartTimeMilis,2,
field_98282_f,randomMinecart,2,
field_98283_g,minSpawnDelay,2,
field_98285_e,minecartToSpawn,2,List of minecart to spawn.
field_98286_b,spawnDelay,2,The delay to spawn.
field_98288_a,mobID,2,
field_98289_l,activatingRangeFromPlayer,2,The distance from which a player activates the spawner.
field_98290_m,spawnRange,2,The range coefficient for spawning entities around.
field_98292_k,maxNearbyEntities,2,
field_98293_h,maxSpawnDelay,2,
field_98294_i,spawnCount,2,A counter for spawn tries.
field_98296_a,spawnerMinecart,2,The spawner minecart using this mob spawner logic.
field_98301_h,canSeeFriendlyInvisibles,2,
field_98303_au,AMBIENT_OCCLUSIONS,2,
field_120024_b,servergui,2,Reference to server GUI.
field_120025_a,chatTextfield,2,Textfield below the server GUI textarea.
field_145848_d,yCoord,2,
field_145849_e,zCoord,2,
field_145851_c,xCoord,2,
field_149754_D,minZ,2,
field_149755_E,maxX,2,
field_149756_F,maxY,2,
field_149757_G,maxZ,2,
field_149759_B,minX,2,
field_149760_C,minY,2,
field_149776_m,soundTypeSand,2,
field_149832_M,fallInstantly,2,
field_150499_b,volume,2,
field_150500_c,frequency,2,
field_150501_a,soundName,2,
field_151327_b,chunkPosY,2,
field_151328_c,chunkPosZ,2,
field_151329_a,chunkPosX,2,
field_70009_b,buffer,2,RCon string buffer for log.
field_70010_a,instance,2,Single instance of RConConsoleSource
field_71320_r,hostname,2,The server's hostname.
field_71335_s,guiIsEnabled,2,
field_71337_q,gameType,2,
field_71338_p,canSpawnStructures,2,
field_71339_n,rConThreadMain,2,
field_71340_o,settings,2,
field_71341_l,pendingCommandList,2,
field_71342_m,rConThreadQuery,2,
field_71743_a,decitatedServer,2,Reference to the DecitatedServer object.
field_72422_f,whiteList,2,
field_72423_e,opsList,2,
field_72428_a,server,2,
field_72451_a,decitatedServer,2,Instance of the DecitatedServer.
field_72595_f,requestIdAsString,2,The request ID stored as a String
field_72596_d,requestId,2,A client-provided request ID associated with this query.
field_72597_e,challengeValue,2,A unique string of bytes used to verify client auth
field_72598_b,timestamp,2,The creation timestamp for this auth
field_72599_c,randomChallenge,2,A random integer value to be used for client response authentication
field_72600_a,queryThread,2,The RConThreadQuery that this is probably an inner class of
field_72614_f,serverSocketList,2,A list of registered ServerSockets
field_72616_e,socketList,2,A list of registered DatagramSockets
field_72617_b,server,2,Reference to the IServer object.
field_72618_c,rconThread,2,Thread for this runnable class
field_72619_a,running,2,"True if the Thread is running, false otherwise"
field_72629_g,lastAuthCheckTime,2,The time of the last client auth check
field_72630_n,buffer,2,A buffer for incoming DatagramPackets
field_72631_o,incomingPacket,2,Storage for incoming DatagramPackets
field_72632_l,worldName,2,The name of the currently loaded world
field_72633_m,querySocket,2,The remote socket querying the server
field_72634_j,maxPlayers,2,The maximum number of players allowed on the server
field_72635_k,serverMotd,2,The current server message of the day
field_72636_h,queryPort,2,The RCon query port
field_72637_i,serverPort,2,Port the server is running on
field_72638_v,lastQueryResponseTime,2,The time of the last query response sent
field_72639_u,output,2,The RConQuery output stream
field_72640_t,time,2,"The time that this RConThreadQuery was constructed, from (new Date()).getTime()"
field_72641_s,queryClients,2,A map of SocketAddress objects to RConThreadQueryAuth objects
field_72642_r,serverHostname,2,The hostname of the running server
field_72643_q,queryHostname,2,The hostname of this query server
field_72647_g,rconPort,2,Port RCon is running on
field_72648_l,clientThreads,2,A map of client addresses to their running Threads
field_72649_j,serverSocket,2,The RCon ServerSocket.
field_72650_k,rconPassword,2,The RCon password
field_72651_h,serverPort,2,Port the server is running on
field_72652_i,hostname,2,Hostname RCon is running on
field_72657_g,loggedIn,2,"True if the client has succefssfully logged into the RCon, otherwise false"
field_72658_j,rconPassword,2,The RCon password
field_72659_h,clientSocket,2,The client's Socket connection
field_72660_i,buffer,2,A buffer for incoming Socket data
field_72666_a,hexDigits,2,Translation array of decimal to hex digits
field_72673_b,output,2,ByteArrayOutputStream wrapper
field_72674_a,byteArrayOutput,2,Output stream
field_73672_b,serverProperties,2,The server properties object.
field_73673_c,serverPropertiesFile,2,The server properties file.
field_73701_b,sender,2,
field_73702_a,command,2,The command string.
field_74270_a,mcServer,2,Reference to the MinecraftServer object.
field_85171_a,dedicatedServer,2,
field_96244_a,connectedDedicatedServer,2,
field_96654_d,scorePlayerName,2,
field_149554_a,windowId,2,ID of the container/window being clicked
field_149552_b,slotId,2,ID of the slot clicked
field_149553_c,clickedButton,2,"Mouse button clicked (0=left, 1=right, 2=middle)"
field_149550_d,actionNumber,2,Short UID used for transaction confirmation with S32PacketConfirmTransaction
field_149551_e,clickedItem,2,"ItemStack that was clicked, used for server-side validation"
field_149549_f,mode,2,"Click mode, used in Container.slotClick() (0=normal, 1=shift, 2=swap, 3=clone, 4=throw, 5= drag)"
field_149500_a,invulnerable,2,
field_149498_b,flying,2,
field_149499_c,allowFlying,2,
field_149496_d,creativeMode,2,
field_149497_e,flySpeed,2,
field_149495_f,walkSpeed,2,
BLACK,BLACK,2,Imported from LegacyMappings-1.7.10
DARK_BLUE,DARK_BLUE,2,Imported from LegacyMappings-1.7.10
DARK_GREEN,DARK_GREEN,2,Imported from LegacyMappings-1.7.10
DARK_AQUA,DARK_AQUA,2,Imported from LegacyMappings-1.7.10
DARK_RED,DARK_RED,2,Imported from LegacyMappings-1.7.10
DARK_PURPLE,DARK_PURPLE,2,Imported from LegacyMappings-1.7.10
GOLD,GOLD,2,Imported from LegacyMappings-1.7.10
GRAY,GRAY,2,Imported from LegacyMappings-1.7.10
DARK_GRAY,DARK_GRAY,2,Imported from LegacyMappings-1.7.10
BLUE,BLUE,2,Imported from LegacyMappings-1.7.10
GREEN,GREEN,2,Imported from LegacyMappings-1.7.10
AQUA,AQUA,2,Imported from LegacyMappings-1.7.10
RED,RED,2,Imported from LegacyMappings-1.7.10
LIGHT_PURPLE,LIGHT_PURPLE,2,Imported from LegacyMappings-1.7.10
YELLOW,YELLOW,2,Imported from LegacyMappings-1.7.10
WHITE,WHITE,2,Imported from LegacyMappings-1.7.10
OBFUSCATED,OBFUSCATED,2,Imported from LegacyMappings-1.7.10
BOLD,BOLD,2,Imported from LegacyMappings-1.7.10
STRIKETHROUGH,STRIKETHROUGH,2,Imported from LegacyMappings-1.7.10
UNDERLINE,UNDERLINE,2,Imported from LegacyMappings-1.7.10
ITALIC,ITALIC,2,Imported from LegacyMappings-1.7.10
RESET,RESET,2,Imported from LegacyMappings-1.7.10
field_75228_b,removeCount,2,Imported from LegacyMappings-1.7.10
field_94538_a,hopperInventory,2,Imported from LegacyMappings-1.7.10
field_111243_a,horseInventory,2,Imported from LegacyMappings-1.7.10
field_111239_a,parent,2,Imported from LegacyMappings-1.7.10
field_111240_b,parent,2,Imported from LegacyMappings-1.7.10
field_75231_g,removeCount,2,Imported from LegacyMappings-1.7.10
CLOTH,CLOTH,2,Imported from LegacyMappings-1.7.10
CHAIN,CHAIN,2,Imported from LegacyMappings-1.7.10
IRON,IRON,2,Imported from LegacyMappings-1.7.10
DIAMOND,DIAMOND,2,Imported from LegacyMappings-1.7.10
field_150950_b,spriteProvider,2,Imported from LegacyMappings-1.7.10
field_150917_c,EFFECTIVE_ON,2,Imported from LegacyMappings-1.7.10
field_150939_a,blockInstance,2,Imported from LegacyMappings-1.7.10
field_150938_b,blockSprite,2,Imported from LegacyMappings-1.7.10
field_150935_a,block,2,Imported from LegacyMappings-1.7.10
field_111220_a,sprite,2,Imported from LegacyMappings-1.7.10
field_150944_b,coloredBlock,2,Imported from LegacyMappings-1.7.10
field_150945_c,subtypeNames,2,Imported from LegacyMappings-1.7.10
field_111230_s,enchantmentTypes,2,Imported from LegacyMappings-1.7.10
field_151245_t,iconItemStack,2,Imported from LegacyMappings-1.7.10
field_150914_c,effectiveBlocksTool,2,Imported from LegacyMappings-1.7.10
field_150923_a,dyeColorNames,2,Imported from LegacyMappings-1.7.10
field_150921_b,dyeIcons,2,Imported from LegacyMappings-1.7.10
field_150922_c,dyeColors,2,Imported from LegacyMappings-1.7.10
field_150920_d,dyeIconArray,2,Imported from LegacyMappings-1.7.10
field_150904_a,sprite,2,Imported from LegacyMappings-1.7.10
field_150907_b,cooked,2,Imported from LegacyMappings-1.7.10
COD,COD,2,Imported from LegacyMappings-1.7.10
SALMON,SALMON,2,Imported from LegacyMappings-1.7.10
CLOWNFISH,CLOWNFISH,2,Imported from LegacyMappings-1.7.10
PUFFERFISH,PUFFERFISH,2,Imported from LegacyMappings-1.7.10
field_150983_e,itemDamageToFishTypeMap,2,Imported from LegacyMappings-1.7.10
field_150980_f,itemDamage,2,Imported from LegacyMappings-1.7.10
field_150981_g,unlocalizedNamePart,2,Imported from LegacyMappings-1.7.10
field_150993_h,uncookedIcon,2,Imported from LegacyMappings-1.7.10
field_150994_i,cookedIcon,2,Imported from LegacyMappings-1.7.10
field_150991_j,uncookedHealAmount,2,Imported from LegacyMappings-1.7.10
field_150992_k,uncookedSaturationModifier,2,Imported from LegacyMappings-1.7.10
field_150989_l,cookedHealAmount,2,Imported from LegacyMappings-1.7.10
field_150990_m,cookedSaturationModifier,2,Imported from LegacyMappings-1.7.10
field_150987_n,cookable,2,Imported from LegacyMappings-1.7.10
field_111210_e,itemModifierUUID,2,Imported from LegacyMappings-1.7.10
WOOD,WOOD,2,Imported from LegacyMappings-1.7.10
