searge,name,side,desc
field_70811_b,squishFactor,2,
field_70812_c,prevSquishFactor,2,
field_70813_a,squishAmount,2,
field_70826_g,stareTimer,2,A player must stare at an enderman for 5 ticks before it becomes aggressive. This field counts those ticks.
field_70827_d,carriableBlocks,2,
field_70828_e,teleportDelay,2,Counter to delay the teleportation of an enderman towards the currently attacked target
field_70833_d,timeSinceIgnited,2,The amount of time since the creeper was close enough to the player to ignite
field_70834_e,lastActiveTime,2,"Time when this creeper was last in an active state (Messed up code here, probably causes creeper animation to go weird)"
field_70837_d,angerLevel,2,Above zero if this PigZombie is Angry.
field_70838_e,randomSoundDelay,2,A random delay until this PigZombie next makes a sound.
field_70843_d,allySummonCooldown,2,A cooldown before this entity will search for another Silverfish to join them in battle.
field_70847_d,heightOffset,2,Random offset used in floating behaviour
field_70848_e,heightOffsetUpdateTime,2,ticks until heightOffset is randomized
field_70855_f,attackTimer,2,
field_70856_g,holdRoseTick,2,
field_70857_d,villageObj,2,
field_70858_e,homeCheckTimer,2,"deincrements, and a distance-to-home check is done at 0"
field_70859_f,squidYaw,2,
field_70860_g,prevSquidYaw,2,
field_70861_d,squidPitch,2,
field_70862_e,prevSquidPitch,2,
field_70863_bz,randomMotionSpeed,2,
field_70864_bA,rotationVelocity,2,change in squidRotation in radians.
field_70865_by,lastTentacleAngle,2,the last calculated angle of the tentacles in radians
field_70866_j,tentacleAngle,2,angle of the tentacles in radians
field_70867_h,squidRotation,2,"appears to be rotation in radians; we already have pitch & yaw, so this completes the triumvirate."
field_70868_i,prevSquidRotation,2,previous squidRotation in radians
field_70869_bD,randomMotionVecY,2,
field_70870_bE,randomMotionVecZ,2,
field_70872_bC,randomMotionVecX,2,
field_70881_d,inLove,2,
field_70882_e,breeding,2,This is representation of a counter for reproduction progress. (Note that this is different from the inLove which represent being in Love-Mode)
field_70883_f,destPos,2,
field_70887_j,timeUntilNextEgg,2,The time until the next egg is spawned.
field_70898_d,fleeceColorTable,2,Holds the RGB table of the sheep colors - in OpenGL glColor3f values - used to render the sheep colored fleece.
field_70899_e,sheepTimer,2,Used to control movement as well as wool regrowth. Set to 40 on handleHealthUpdate and counts down with each tick.
field_70911_d,aiSit,2,
field_70914_e,aiTempt,2,"The tempt AI task for this mob, used to prevent taming while it is fleeing."
field_70925_g,isWet,2,true is the wolf is wet else false
field_70927_j,prevTimeWolfIsShaking,2,
field_70929_i,timeWolfIsShaking,2,This time increases while wolf is shaking and emitting water particles.
field_70935_b,customer,2,This merchant's current player customer.
field_70936_c,recipeList,2,The MerchantRecipeList instance.
field_70937_a,merchantInventory,2,Instance of Merchants Inventory.
field_70952_f,isMating,2,
field_70953_g,isPlaying,2,
field_70954_d,villageObj,2,
field_70955_e,randomTickDivider,2,
field_70956_bz,wealth,2,
field_70958_bB,villagersSellingList,2,Selling list of Villagers items.
field_70959_by,needsInitilization,2,addDefaultEquipmentAndRecipies is called if this is true
field_70960_bC,blacksmithSellingList,2,Selling list of Blacksmith items.
field_70961_j,timeUntilReset,2,
field_70962_h,buyingPlayer,2,This villager's current customer.
field_70963_i,buyingList,2,Initialises the MerchantRecipeList.java
field_70976_f,ringBufferIndex,2,Index into the ring buffer. Incremented once per tick and restarts at 0 once it reaches the end of the buffer.
field_70977_g,dragonPartArray,2,An array containing all body parts of this dragon
field_70978_d,targetZ,2,
field_70979_e,ringBuffer,2,Ring buffer array for the last 64 Y-positions and yaw rotations. Used to calculate offsets for the animations.
field_70980_b,targetX,2,
field_70981_c,targetY,2,
field_70982_bz,dragonPartTail3,2,
field_70983_bA,dragonPartWing1,2,
field_70984_by,dragonPartTail2,2,
field_70985_j,dragonPartTail1,2,
field_70986_h,dragonPartHead,2,The head bounding box of a dragon
field_70987_i,dragonPartBody,2,The body bounding box of a dragon
field_70988_bD,animTime,2,"Animation time, used to control the speed of the animation cycles (wings flapping, jaw opening, etc.)"
field_70989_bE,forceNewTarget,2,Force selecting a new flight target at next tick if set to true.
field_70990_bB,dragonPartWing2,2,
field_70991_bC,prevAnimTime,2,Animation time at previous tick.
field_70992_bH,healingEnderCrystal,2,The current endercrystal that is healing this dragon
field_70993_bI,target,2,
field_70994_bF,slowed,2,"Activated if the dragon is flying though obsidian, white stone or bedrock. Slows movement and animation speed."
field_70995_bG,deathTicks,2,
field_71067_cb,experienceTotal,2,The total amount of experience the player has. This also includes the amount of experience within their Experience Bar.
field_71068_ca,experienceLevel,2,The current experience level the player is on.
field_71069_bz,inventoryContainer,2,The Container for the player's inventory (which opens when they press E)
field_71070_bA,openContainer,2,The Container the player has open.
field_71071_by,inventory,2,Inventory of the player
field_71072_f,itemInUseCount,2,This field starts off equal to getMaxItemUseDuration and is decremented on each tick
field_71073_d,startMinecartRidingCoordinate,2,Holds the coordinate of the player when enter a minecraft to ride.
field_71074_e,itemInUse,2,"This is the item that is in use when the player is holding down the useItemButton (e.g., bow, food, sword)"
field_71075_bZ,capabilities,2,The player's capabilities. (See class PlayerCapabilities)
field_71076_b,sleepTimer,2,
field_71077_c,spawnChunk,2,holds the spawn chunk of the player
field_71078_a,inventoryEnderChest,2,
field_71080_cy,prevTimeInPortal,2,The amount of time an entity has been in a Portal the previous tick
field_71081_bT,playerLocation,2,the current location of the player
field_71083_bS,sleeping,2,Boolean value indicating weather a player is sleeping or not
field_71086_bY,timeInPortal,2,The amount of time an entity has been in a Portal
field_71087_bX,inPortal,2,Whether the entity is inside a Portal
field_71088_bW,timeUntilPortal,2,
field_71090_bL,xpCooldown,2,Used by EntityPlayer to prevent too many xp orbs from getting absorbed at once.
field_71093_bK,dimension,2,"Which dimension the player is in (-1 = the Nether, 0 = normal world)"
field_71100_bB,foodStats,2,"The food object of the player, the general hunger logic."
field_71101_bC,flyToggleTimer,2,"Used to tell if the player pressed jump twice. If this is at 0 and it's pressed (And they are allowed to fly, as defined in the player's movementInput) it sets this to 7. If it's pressed and it's greater than 0 enable fly."
field_71102_ce,speedInAir,2,
field_71104_cf,fishEntity,2,"An instance of a fishing rod's hook. If this isn't null, the icon image of the fishing rod is slightly different"
field_71106_cc,experience,2,The current amount of experience the player has within their Experience Bar.
field_71107_bF,prevCameraYaw,2,
field_71108_cd,speedOnGround,2,
field_71109_bG,cameraYaw,2,
field_71129_f,loadedChunks,2,LinkedList that holds the loaded chunks.
field_71130_g,destroyedItemsNetCache,2,entities added to this list will  be packet29'd to the player
field_71131_d,managedPosX,2,player X position as seen by PlayerManager
field_71132_e,managedPosZ,2,player Z position as seen by PlayerManager
field_71133_b,mcServer,2,Reference to the MinecraftServer object.
field_71134_c,itemInWorldManager,2,The ItemInWorldManager belonging to this player
field_71135_a,playerNetServerHandler,2,The NetServerHandler assigned to this player by the ServerConfigurationManager.
field_71136_j,playerConqueredTheEnd,2,"Set when a player beats the ender dragon, used to respawn the player at the spawn point while retaining inventory and XP"
field_71137_h,isChangingQuantityOnly,2,set to true when player is moving quantity of items from one inventory to another(crafting) but item in either slot is not changed
field_71138_i,ping,2,
field_71139_cq,currentWindowId,2,The currently in use window ID. Incremented every time a window is opened.
field_71140_co,chatColours,2,
field_71142_cm,renderDistance,2,must be between 3>x>15 (strictly between)
field_71143_cn,chatVisibility,2,
field_71144_ck,lastExperience,2,Amount of experience the client was last set to
field_71146_ci,lastFoodLevel,2,set to foodStats.GetFoodLevel
field_71147_cj,wasHungry,2,set to foodStats.getSaturationLevel() == 0.0F each tick
field_71148_cg,translator,2,
field_71149_ch,lastHealth,2,amount of health the client was last set to
field_71154_f,renderArmYaw,2,
field_71155_g,renderArmPitch,2,
field_71156_d,sprintToggleTimer,2,"Used to tell if the player pressed forward twice. If this is at 0 and it's pressed (And they are allowed to sprint, aka enough food on the ground etc) it sets this to 7. If it's pressed and it's greater than 0 enable sprinting."
field_71157_e,sprintingTicksLeft,2,Ticks left before sprinting is disabled.
field_71158_b,movementInput,2,
field_71159_c,mc,2,
field_71163_h,prevRenderArmYaw,2,
field_71164_i,prevRenderArmPitch,2,
field_71168_co,ticksSinceMovePacket,2,"Counter used to ensure that the server sends a move packet (Packet11, 12 or 13) to the client at least once a second."
field_71169_cp,hasSetHealth,2,has the client player's health been set?
field_71170_cm,shouldStopSneaking,2,should the player stop sneaking?
field_71171_cn,wasSneaking,2,
field_71172_ck,oldRotationPitch,2,
field_71173_cl,wasOnGround,2,Check if was on ground last update
field_71174_a,sendQueue,2,
field_71175_ci,oldPosZ,2,
field_71176_cj,oldRotationYaw,2,
field_71177_cg,oldMinY,2,Old Minimum Y of the bounding box
field_71178_ch,oldPosY,2,
field_71179_j,oldPosX,2,
field_71180_f,otherPlayerMPYaw,2,
field_71181_g,otherPlayerMPPitch,2,
field_71182_d,otherPlayerMPY,2,
field_71183_e,otherPlayerMPZ,2,
field_71184_b,otherPlayerMPPosRotationIncrements,2,
field_71185_c,otherPlayerMPX,2,
field_71186_a,isItemInUse,2,
field_71280_D,buildLimit,2,Maximum build height.
field_71284_A,pvpEnabled,2,Indicates whether PvP is active on the server or not.
field_71285_B,allowFlight,2,Determines if flight is allowed or not.
field_71286_C,motd,2,The server MOTD string.
field_71287_L,worldName,2,
field_71288_M,isDemo,2,
field_71289_N,enableBonusChest,2,
field_71290_O,worldIsBeingDeleted,2,"If true, there is no need to save chunks or stop the server, because that is already being done."
field_71292_I,serverKeyPair,2,
field_71293_J,serverOwner,2,Username of the server owner (for integrated servers)
field_71294_K,folderName,2,
field_71295_T,startProfiling,2,
field_71296_Q,serverIsRunning,2,
field_71298_S,userMessage,2,
field_71299_R,timeOfLastWarning,2,"Set when warned for ""Can't keep up"", which triggers again after 15 seconds."
field_71302_d,currentTask,2,The task the server is currently working on(and will output on outputPercentRemaining).
field_71303_e,percentDone,2,The percentage of the current task finished so far.
field_71304_b,profiler,2,
field_71305_c,worldServers,2,The server world instances.
field_71307_n,usageSnooper,2,The PlayerUsageSnooper instance.
field_71308_o,anvilFile,2,
field_71309_l,mcServer,2,Instance of Minecraft Server.
field_71310_m,anvilConverterForAnvilFile,2,
field_71311_j,tickTimeArray,2,
field_71312_k,timeOfLastDimensionTick,2,Stats are [dimension][tick%100] system.nanoTime is stored.
field_71315_w,tickCounter,2,Incremented every tick.
field_71316_v,serverStopped,2,Indicates to other classes that the server is safely stopped.
field_71317_u,serverRunning,2,Indicates whether the server is running or not. Set to false to initiate a shutdown.
field_71318_t,serverConfigManager,2,The ServerConfigurationManager instance.
field_71319_s,serverPort,2,The server's port.
field_71321_q,commandManager,2,
field_71322_p,tickables,2,Collection of objects to update every tick. Type: List<IUpdatePlayerListBox>
field_71323_z,canSpawnNPCs,2,
field_71324_y,canSpawnAnimals,2,True if the server has animals turned on.
field_71325_x,onlineMode,2,True if the server is in online mode.
field_71345_q,lanServerPing,2,
field_71346_p,isPublic,2,
field_71348_o,isGamePaused,2,
field_71349_l,mc,2,The Minecraft instance.
field_71350_m,worldSettings,2,
field_71412_D,mcDataDir,2,
field_71414_F,isTakingScreenshot,2,Makes sure it doesn't keep taking screenshots when both buttons are down.
field_71415_G,inGameHasFocus,2,Does the actual gameplay have focus. If so then mouse and keys will effect the player instead of menus.
field_71417_B,mouseHelper,2,Mouse helper instance.
field_71419_L,debugUpdateTime,2,Approximate time (in ms) of last update to debug string
field_71420_M,fpsCounter,2,holds the current fps
field_71421_N,prevFrameTime,2,
field_71422_O,currentServerData,2,
field_71423_H,systemTime,2,
field_71424_I,mcProfiler,2,The profiler instance
field_71425_J,running,2,Set to true to keep the game loop running. Set to false by shutdown() to allow the game loop to exit cleanly.
field_71426_K,debug,2,String that shows the debug information
field_71427_U,usageSnooper,2,Instance of PlayerUsageSnooper.
field_71428_T,timer,2,
field_71429_W,leftClickCounter,2,Mouse left click counter
field_71431_Q,fullscreen,2,
field_71432_P,minecraft,2,Set to 'this' in Minecraft constructor; used by some settings get methods
field_71433_S,crashReporter,2,Instance of CrashReport.
field_71434_R,hasCrashed,2,
field_71435_Y,tempDisplayHeight,2,Display height
field_71436_X,tempDisplayWidth,2,Display width
field_71437_Z,integratedServer,2,Instance of IntegratedServer.
field_71438_f,renderGlobal,2,
field_71439_g,player,2,
field_71440_d,displayHeight,2,
field_71441_e,world,2,
field_71442_b,playerController,2,
field_71443_c,displayWidth,2,
field_71444_a,memoryReserve,2,A 10MiB preallocation to ensure the heap is reasonably sized.
field_71445_n,isGamePaused,2,
field_71446_o,renderEngine,2,The RenderEngine instance used by Minecraft
field_71449_j,session,2,
field_71451_h,renderViewEntity,2,"The Entity from which the renderer determines the render viewpoint. Currently is always the parent Minecraft class's 'thePlayer' instance. Modification of its location, rotation, or other settings at render time will modify the camera likewise, with the caveat of triggering chunk rebuilds as it moves, making it unsuitable for changing the viewpoint mid-render."
field_71452_i,effectRenderer,2,
field_71453_ak,myNetworkManager,2,
field_71454_w,skipRenderWorld,2,Skip render world
field_71455_al,integratedServerIsRunning,2,
field_71456_v,ingameGUI,2,
field_71457_ai,joinPlayerCounter,2,Join player counter
field_71458_u,guiAchievement,2,Gui achievement
field_71459_aj,isDemo,2,
field_71460_t,entityRenderer,2,
field_71461_s,loadingScreen,2,
field_71462_r,currentScreen,2,The GuiScreen that's being displayed at the moment.
field_71464_q,standardGalacticFontRenderer,2,
field_71465_an,debugProfilerName,2,Profiler currently displayed in the debug screen pie chart
field_71466_p,fontRenderer,2,The font renderer used for displaying and measuring text.
field_71467_ac,rightClickDelayTimer,2,"When you place a block, it's set to 6, decremented once per tick, when it's 0, you can place another block."
field_71468_ad,refreshTexturePacksScheduled,2,"Checked in Minecraft's while(running) loop, if true it's set to false and the textures refreshed."
field_71469_aa,saveLoader,2,
field_71470_ab,debugFPS,2,"This is set to fpsCounter every debug screen update, and is shown on the debug screen. It's also sent as part of the usage snooping."
field_71474_y,gameSettings,2,The game settings that currently hold effect.
field_71475_ae,serverName,2,
field_71476_x,objectMouseOver,2,The ray trace hit that the mouse is over.
field_71477_af,serverPort,2,
field_71486_a,crashReport,2,Reference to the CrashReport object.
field_71488_a,crashReport,2,Reference to the CrashReport object.
field_71490_a,crashReport,2,Reference to the CrashReport object.
field_71492_a,crashReport,2,Reference to the CrashReport object.
field_71494_a,crashReport,2,Reference to the CrashReport object.
field_71496_a,crashReport,2,Reference to the CrashReport object.
field_71510_d,crashReportFile,2,File of crash report.
field_71511_b,cause,2,"The Throwable that is the ""cause"" for this crash and Crash Report."
field_71512_c,crashReportSections,2,Holds the keys and values of all crash report sections.
field_71513_a,description,2,Description of the crash report.
field_71533_a,admin,2,
field_71561_b,commandSet,2,The set of ICommand objects currently loaded.
field_71562_a,commandMap,2,Map of Strings to the ICommand objects they represent
field_71567_b,allowedCharacters,2,Array of the special characters that are allowed in any text drawing of Minecraft.
field_71572_b,posY,2,the y coordinate
field_71573_c,posZ,2,the z coordinate
field_71574_a,posX,2,
field_71576_a,reportedExceptionCrashReport,2,Instance of CrashReport.
field_71577_f,rotateRight,2,Maps a direction to that to the right of it.
field_71578_g,rotateLeft,2,Maps a direction to that to the left of it.
field_71579_d,facingToDirection,2,Maps a Facing value (3D) to a Direction value (2D).
field_71580_e,rotateOpposite,2,Maps a direction to that opposite of it.
field_71581_b,offsetZ,2,
field_71582_c,directionToFacing,2,Maps a Direction value (2D) to a Facing value (3D).
field_71583_a,offsetX,2,
field_71584_h,bedDirection,2,
field_71585_d,offsetsZForSide,2,gives the offset required for this axis to get the block at that side.
field_71586_b,offsetsXForSide,2,gives the offset required for this axis to get the block at that side.
field_71587_c,offsetsYForSide,2,gives the offset required for this axis to get the block at that side.
field_71588_a,oppositeSide,2,Converts a side to the opposite side. This is the same as XOR'ing it with 1.
field_72301_f,numCleans,2,Number of times this Pool has been cleaned
field_72302_d,nextPoolIndex,2,Next index to use when adding a Pool Entry.
field_72303_e,maxPoolIndex,2,Largest index reached by this Pool (can be reset to 0 upon calling cleanPool)
field_72304_b,numEntriesToRemove,2,Number of Pool entries to remove when cleanPool is called maxNumCleans times.
field_72305_c,listAABB,2,List of AABB stored in this Pool
field_72306_a,maxNumCleans,2,"Maximum number of times the pool can be ""cleaned"" before the list is shrunk"
field_72307_f,hitVec,2,The vector position of the hit
field_72308_g,entityHit,2,The hit entity
field_72309_d,blockZ,2,z coordinate of the block ray traced against
field_72310_e,sideHit,2,"Which side was hit. If its -1 then it went the full length of the ray trace. Bottom = 0, Top = 1, East = 2, West = 3, North = 4, South = 5."
field_72311_b,blockX,2,x coordinate of the block ray traced against
field_72312_c,blockY,2,y coordinate of the block ray traced against
field_72313_a,typeOfHit,2,"What type of ray trace hit was this? 0 = block, 1 = entity"
field_72334_f,maxZ,2,
field_72335_g,aABBLocalPool,2,ThreadLocal AABBPool
field_72336_d,maxX,2,
field_72337_e,maxY,2,
field_72338_b,minY,2,
field_72339_c,minZ,2,
field_72340_a,minX,2,
field_72346_f,resetCount,2,
field_72347_d,nextFreeSpace,2,"The number of elements we consider ""in the pool"".  Elements already in the backing store whose indices are at or above this value may have their components reset at any time.  TODO: this variable should really be named ""poolSize"", but I'm not renaming it right now in case any mods are actually (inappropriately) using it instead of using the accessor method.."
field_72348_e,maximumSizeSinceLastTruncation,2,
field_72349_b,minimumSize,2,
field_72350_c,vec3Cache,2,items at and above nextFreeSpace are assumed to be available
field_72351_a,truncateArrayResetThreshold,2,
field_72400_f,mcServer,2,Reference to the MinecraftServer object.
field_72401_g,bannedPlayers,2,
field_72402_d,viewDistance,2,
field_72403_e,dateFormat,2,
field_72404_b,playerEntityList,2,A list of player entities that exist on this server.
field_72405_c,maxPlayers,2,The maximum number of players that can be connected at a time.
field_72407_n,commandsAllowedForAll,2,True if all players are allowed to use commands (cheats).
field_72408_o,playerPingIndex,2,"index into playerEntities of player to ping, updated every tick; currently hardcoded to max at 200 players"
field_72409_l,whiteListEnforced,2,Server setting to only allow OPs and whitelisted players to join the server.
field_72410_m,gameType,2,
field_72411_j,whiteListedPlayers,2,The Set of all whitelisted players.
field_72412_k,playerNBTManagerObj,2,Reference to the PlayerNBTManager object.
field_72413_h,bannedIPs,2,
field_72414_i,ops,2,A set containing the OPs.
field_72416_e,hostPlayerData,2,"Holds the NBT data for the host player's save file, so this can be written to level.dat."
field_72447_d,myVec3LocalPool,2,
field_72448_b,yCoord,2,Y coordinate of Vec3D
field_72449_c,zCoord,2,Z coordinate of Vec3D
field_72450_a,xCoord,2,X coordinate of Vec3D
field_72696_f,xzDirectionsConst,2,"x, z direction vectors: east, south, west, north"
field_72697_d,chunkWatcherWithPlayers,2,"contains a PlayerInstance for every chunk they can see. the ""player instance"" cotains a list of all players who can also that chunk"
field_72698_e,playerViewRadius,2,Number of chunks the server sends to the client. Valid 3<=x<=15. In server.properties.
field_72699_b,players,2,players in the current instance
field_72700_c,playerInstances,2,A map of chunk position (two ints concatenated into a long) to PlayerInstance
field_72701_a,worldServer,2,
field_72737_D,maxBlockZ,2,Maximum block Z
field_72738_E,damagedBlocks,2,Stores blocks currently being broken. Key is entity ID of the thing doing the breaking. Value is a DestroyBlockProgress
field_72739_F,renderDistanceChunks,2,
field_72740_G,renderEntitiesStartupCounter,2,Render entities startup counter (init value=2)
field_72741_A,minBlockZ,2,Minimum block Z
field_72742_B,maxBlockX,2,Maximum block X
field_72743_C,maxBlockY,2,Maximum block Y
field_72744_L,renderersBeingClipped,2,How many renderers are being clipped by the frustrum this frame
field_72745_M,renderersBeingOccluded,2,How many renderers are being occluded this frame
field_72746_N,renderersBeingRendered,2,How many renderers are actually being rendered this frame
field_72747_O,renderersSkippingRenderPass,2,How many renderers are skipping rendering due to not having a render pass this frame
field_72748_H,countEntitiesTotal,2,Count entities total
field_72749_I,countEntitiesRendered,2,Count entities rendered
field_72750_J,countEntitiesHidden,2,Count entities hidden
field_72751_K,renderersLoaded,2,How many renderers are loaded this frame that try to be rendered
field_72752_Q,worldRenderersCheckIndex,2,World renderers check index
field_72753_P,dummyRenderInt,2,Dummy render int
field_72754_S,allRenderLists,2,All render lists (fixed length 4)
field_72755_R,glRenderLists,2,List of OpenGL lists for the current render pass
field_72756_f,prevSortZ,2,Previous Z position when the renderers were sorted. (Once the distance moves more than 4 units they will be resorted)
field_72757_g,frustumCheckOffset,2,The offset used to determine if a renderer is one of the sixteenth that are being updated this frame
field_72758_d,prevSortX,2,Previous x position when the renderers were sorted. (Once the distance moves more than 4 units they will be resorted)
field_72759_e,prevSortY,2,Previous y position when the renderers were sorted. (Once the distance moves more than 4 units they will be resorted)
field_72761_c,occlusionResult,2,Occlusion query result
field_72763_n,renderChunksTall,2,
field_72764_o,renderChunksDeep,2,
field_72765_l,worldRenderers,2,
field_72766_m,renderChunksWide,2,
field_72767_j,worldRenderersToUpdate,2,
field_72768_k,sortedWorldRenderers,2,
field_72769_h,world,2,
field_72770_i,renderEngine,2,The RenderEngine instance used by RenderGlobal
field_72771_w,glSkyList,2,OpenGL sky list
field_72772_v,starGLCallList,2,The star GL Call list
field_72773_u,cloudTickCounter,2,counts the cloud render updates. Used with mod to stagger some updates
field_72774_t,occlusionEnabled,2,Is occlusion testing enabled
field_72775_s,glOcclusionQueryBase,2,OpenGL occlusion query base
field_72777_q,mc,2,A reference to the Minecraft object.
field_72778_p,glRenderListBase,2,OpenGL render lists base
field_72779_z,minBlockY,2,Minimum block Y
field_72780_y,minBlockX,2,Minimum block X
field_72781_x,glSkyList2,2,OpenGL sky list 2
field_72782_b,worldServer,2,The WorldServer object.
field_72783_a,mcServer,2,Reference to the MinecraftServer object.
field_72792_d,entityViewDistance,2,
field_72793_b,trackedEntities,2,"List of tracked entities, used for iteration operations on tracked entities."
field_72794_c,trackedEntityIDs,2,
field_72795_a,world,2,
field_72814_d,isEmpty,2,True if the chunk cache is empty.
field_72815_e,worldObj,2,Reference to the World object.
field_72816_b,chunkZ,2,
field_72817_c,chunkArray,2,
field_72818_a,chunkX,2,
field_72982_D,villageCollectionObj,2,
field_72983_E,villageSiegeObj,2,
field_72984_F,profiler,2,
field_72985_G,spawnHostileMobs,2,indicates if enemies are spawned or not
field_72986_A,worldInfo,2,"holds information about a world (size on disk, time, spawn point, seed, ...)"
field_72987_B,findingSpawnPoint,2,Boolean that is set to true when trying to find a spawn point
field_72988_C,mapStorage,2,
field_72990_M,ambientTickCountdown,2,number of ticks until the next random ambients play
field_72992_H,spawnPeacefulMobs,2,A flag indicating whether we should spawn peaceful mobs.
field_72993_I,activeChunkSet,2,Positions to update
field_72994_J,lightUpdateBlockList,2,"is a temporary list of blocks and light values used when updating light levels. Holds up to 32x32x32 blocks (the maximum influence of a light source.) Every element is a packed bit value: 0000000000LLLLzzzzzzyyyyyyxxxxxx. The 4-bit L is a light level used when darkening blocks. 6-bit numbers x, y and z represent the block's offset from the original block, plus 32 (i.e. value of 31 would mean a -1 offset"
field_72995_K,isClient,2,"This is set to true for client worlds, and false for server worlds."
field_72996_f,loadedEntityList,2,A list of all Entities in all currently-loaded chunks
field_72997_g,unloadedEntityList,2,
field_72998_d,collidingBoundingBoxes,2,
field_72999_e,scheduledUpdatesAreImmediate,2,boolean; if true updates scheduled by scheduleBlockUpdate happen immediately
field_73001_c,cloudColour,2,
field_73003_n,prevRainingStrength,2,
field_73004_o,rainingStrength,2,
field_73005_l,updateLCG,2,"Contains the current Linear Congruential Generator seed for block updates. Used with an A value of 3 and a C value of 0x3c6ef35f, producing a highly planar series of values ill-suited for choosing random blocks in a 16x128x16 field."
field_73006_m,DIST_HASH_MAGIC,2,magic number used to generate fast random numbers for 3d distribution within a chunk
field_73007_j,weatherEffects,2,a list of all the lightning entities
field_73008_k,skylightSubtracted,2,How much light is subtracted from full daylight
field_73010_i,playerEntities,2,Array list of players in the world.
field_73011_w,provider,2,The WorldProvider instance that World uses.
field_73012_v,rand,2,RNG for World.
field_73013_u,difficultySetting,2,Option > Difficulty setting (0 - 3)
field_73016_r,lastLightningBolt,2,Set to 2 whenever a lightning bolt is generated in SSP. Decrements if > 0 in updateWeather(). Value appears to be unused.
field_73017_q,thunderingStrength,2,
field_73018_p,prevThunderingStrength,2,
field_73019_z,saveHandler,2,
field_73020_y,chunkProvider,2,Handles chunk operations and caching
field_73021_x,worldAccesses,2,
field_73032_d,entityList,2,"Contains all entities for this client, both spawned and non-spawned."
field_73033_b,clientChunkProvider,2,The ChunkProviderClient instance
field_73034_c,entityHashSet,2,The hash set of entities handled by this client. Uses the entity's ID as the hash set's key.
field_73035_a,sendQueue,2,The packets that need to be sent to the server.
field_73036_L,entitySpawnQueue,2,Contains all entities for this client that were not spawned due to a non-present chunk. The game will attempt to spawn up to 10 pending entities with each subsequent tick until the spawn queue is empty.
field_73037_M,mc,2,
field_73038_N,previousActiveChunkSet,2,
field_73058_d,levelSaving,2,Whether or not level saving is enabled
field_73059_b,chunkProviderServer,2,
field_73061_a,mcServer,2,
field_73062_L,entityTracker,2,
field_73063_M,playerManager,2,
field_73064_N,pendingTickListEntriesHashSet,2,
field_73065_O,pendingTickListEntriesTreeSet,2,All work to do in future ticks.
field_73066_T,entityIdMap,2,An IntHashMap of entity IDs (integers) to their Entity objects.
field_73068_P,allPlayersSleeping,2,is false if there are no players
field_73069_S,bonusChestContent,2,
field_73071_a,demoWorldSettings,2,
field_73072_L,demoWorldSeed,2,
field_73086_f,partiallyDestroyedBlockX,2,
field_73087_g,partiallyDestroyedBlockY,2,
field_73088_d,isDestroyingBlock,2,True if the player is destroying a block
field_73089_e,initialDamage,2,
field_73090_b,thisPlayerMP,2,The EntityPlayerMP object that this object is connected to.
field_73091_c,gameType,2,
field_73092_a,world,2,The world object that this object is connected to.
field_73093_n,initialBlockDamage,2,
field_73094_o,durabilityRemainingOnBlock,2,
field_73095_l,posY,2,
field_73096_m,posZ,2,
field_73097_j,receivedFinishDiggingPacket,2,"Set to true when the ""finished destroying block"" packet is received but the block wasn't fully damaged yet. The block will not be destroyed while this is false."
field_73098_k,posX,2,
field_73099_h,partiallyDestroyedBlockZ,2,
field_73100_i,curblockDamage,2,
field_73103_d,demoTimeExpired,2,
field_73111_d,partialBlockZ,2,
field_73112_e,partialBlockProgress,2,damage ranges from 1 to 10. -1 causes the client to delete the partial block renderer.
field_73113_b,partialBlockX,2,
field_73114_c,partialBlockY,2,
field_73115_a,miningPlayerEntId,2,"entity ID of the player associated with this partially destroyed Block. Used to identify the Blocks in the client Renderer, max 1 per player on a server"
field_73126_f,lastScaledZPosition,2,
field_73127_g,lastYaw,2,
field_73128_d,lastScaledXPosition,2,
field_73129_e,lastScaledYPosition,2,
field_73130_b,blocksDistanceThreshold,2,
field_73131_c,updateFrequency,2,check for sync when ticks % updateFrequency==0
field_73132_a,myEntity,2,
field_73133_n,playerEntitiesUpdated,2,
field_73134_o,trackingPlayers,2,Holds references to all the players that are currently receiving position updates for this entity.
field_73135_l,motionZ,2,
field_73136_m,ticks,2,
field_73137_j,motionX,2,
field_73138_k,motionY,2,
field_73139_h,lastPitch,2,
field_73140_i,lastHeadMotion,2,
field_73141_v,ridingEntity,2,
field_73142_u,ticksSinceLastForcedTeleport,2,"every 400 ticks a  full teleport packet is sent, rather than just a ""move me +x"" command, so that position remains fully synced."
field_73143_t,sendVelocityUpdates,2,
field_73144_s,isDataInitialized,2,set to true on first sendLocationToClients
field_73145_r,posZ,2,
field_73146_q,posY,2,
field_73147_p,posX,2,
field_73161_b,random,2,
field_73163_a,worldObj,2,
field_73167_f,noiseData3,2,
field_73168_g,noiseData4,2,
field_73169_d,noiseData1,2,
field_73170_e,noiseData2,2,
field_73171_b,netherNoiseGen7,2,
field_73172_c,genNetherBridge,2,
field_73173_a,netherNoiseGen6,2,
field_73174_n,netherrackExculsivityNoiseGen,2,Determines whether something other than nettherack can be generated at a location
field_73175_o,worldObj,2,Is the world that the nether is getting generated.
field_73176_l,netherNoiseGen3,2,
field_73177_m,slowsandGravelNoiseGen,2,Determines whether slowsand or gravel can be generated at a location
